CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
48.916.246/0001-34;2023-03-31;1;FII;FII MAX RETAIL;11274415000170;;;;;;10023;641472
48.916.246/0001-34;2023-03-31;1;FII;GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;41269052000145;;;;;;155094;1277974.56
48.916.246/0001-34;2023-03-31;1;FII;SEQUÓIA III RENDA IMOBILIÁRIA FII;9517273000182;;;;;;6589;391913.72
48.916.246/0001-34;2023-03-31;1;FII;BB RENDA DE PAPÉIS IMOBILIÁRIOS - FII;15394563000189;;;;;;7;854
48.916.246/0001-34;2023-03-31;1;FII;- MOGNO HOTEIS;34197776000165;;;;;;8060;498027.4
48.916.246/0001-34;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;236;;;;3617108;3559000.55
48.916.246/0001-34;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;02773542000122;1;422;;;;168318;183000.35
48.916.246/0001-34;2023-03-31;1;FII;VINCI INSTRUMENTOS FINANCEIROS - FII;31547855000160;;;;;;120064;806830.08
48.916.246/0001-34;2023-03-31;1;FII;MULTI RENDA URBANA;30871698000181;;;;;;149517;13600066.32
48.916.246/0001-34;2023-03-31;1;FII;XP Industrial FII;28516325000140;;;;;;9634;662144.82
48.916.246/0001-34;2023-03-31;1;FII;HECTARE RECEBÍVEIS HIGH GRADE - FII;34508959000154;;;;;;1661;144457.17
48.916.246/0001-34;2023-03-31;1;FII;PLURAL LOGÍSTICA FII;36501198000134;;;;;;9971;693582.76
48.916.246/0001-34;2023-03-31;1;FII;- FII TORRE NORTE;4722883000102;;;;;;96;9888.96
48.916.246/0001-34;2023-03-31;1;FII;BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO;42592257000120;;;;;;6666;530613.6
48.916.246/0001-34;2023-03-31;1;FII;BLUEMACAW OFFICE FUND II - FII;34895894000147;;;;;;60;1259940
48.916.246/0001-34;2023-03-31;1;FII;TRX EDIFICIOS CORPORATIVOS FII - FII;15006267000163;;;;;;424110;3825472.2
48.916.246/0001-34;2023-03-31;1;FII;VIA PARQUE SHOPPING - FII;332266000131;;;;;;8158;734220
48.916.246/0001-34;2023-03-31;1;FII;RIO BRAVO CRÉDITO IMOBILIÁRIO II - FII;15769670000144;;;;;;1557;14013
48.916.246/0001-34;2023-03-31;1;FII;Rio Bravo Renda Residencial FII;36517660000191;;;;;;12437;621974.37
48.916.246/0001-34;2023-03-31;1;FII;Votorantim Securities Master - FII;17870926000130;;;;;;236;20128.44
48.916.246/0001-34;2023-03-31;1;FII;ATHENA I;30567216000102;;;;;;820;77244
48.916.246/0001-34;2023-03-31;1;FII;HBC RENDA URBANA;36501159000137;;;;;;41609;4714715.79
48.916.246/0001-34;2023-03-31;1;FII;PÁTRIA EDIFÍCIOS CORPORATIVOS - FII;30048651000112;;;;;;156134;9891088.9
48.916.246/0001-34;2023-03-31;1;FII;NEWPORT RENDA URBANA - FII;14793782000178;;;;;;38183;2661355.1
48.916.246/0001-34;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;331;;;;6993;7842000.89
48.916.246/0001-34;2023-03-31;1;FII;SUCCESPAR VAREJO;27538422000171;;;;;;35842.000000002;4168845.98
48.916.246/0001-34;2023-06-30;1;FII;NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;14793782000178;;;;;;38183;2767122
48.916.246/0001-34;2023-06-30;1;FII;Fundo de Investimento Imobiliário Guardian Logística;37295919000160;;;;;;35865;332469
48.916.246/0001-34;2023-06-30;1;FII;HEDGE LOGÍSTICA FII;27486542000172;;;;;;219;20980
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;27538422000171;;;;;;35842;4196187
48.916.246/0001-34;2023-06-30;1;FII;FII CENESP;13551286000145;;;;;;3473;99119
48.916.246/0001-34;2023-06-30;1;FII;VINCI IMOVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIARIO;36445587000190;;;;;;44818;375575
48.916.246/0001-34;2023-06-30;1;FII;SEQUÓIA III RENDA IMOBILIÁRIA FII;9517273000182;;;;;;6589;411088
48.916.246/0001-34;2023-06-30;1;FII;FII XP EXETER DESENVOLVIMENTO LOGÍSTICO - FII;35755044000106;;;;;;909.69388092;806546
48.916.246/0001-34;2023-06-30;1;FII;FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;41269052000145;;;;;;102784;927112
48.916.246/0001-34;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;29964.63;1824750.74
48.916.246/0001-34;2023-06-30;1;FII;NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;32527626000147;;;;;;60155;6492529
48.916.246/0001-34;2023-06-30;1;FII;HEDGE RECEBÍVEIS IMOBILIÁRIOS FII;35507262000121;;;;;;965;81736
48.916.246/0001-34;2023-06-30;1;FII;TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;28548288000152;;;;;;38502;4254086
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I;28693595000127;;;;;;308;12012
48.916.246/0001-34;2023-06-30;1;FII;FII PARQUE DOM PEDRO SHOPPING CENTER;10869155000112;;;;;;449;857590
48.916.246/0001-34;2023-06-30;1;FII;CAIXA RIO BRAVO - FII;17098794000170;;;;;;9083;714650
48.916.246/0001-34;2023-06-30;1;FII;SPIM FUNDO DE INVESTIMENTO IMOBILIÁRIO;50422574000126;;;;;;27094;2628654
48.916.246/0001-34;2023-06-30;1;FII;LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30248158000146;;;;;;136084;13778505
48.916.246/0001-34;2023-06-30;1;FII;GENERAL SHOPPING E OUTLETS DO BRASIL  - FII;11769604000113;;;;;;1003421;7023947
48.916.246/0001-34;2023-06-30;1;FII;REAG MULTI ATIVOS IMOBILIÁRIOS - FII;17374696000119;;;;;;26497;1245359
48.916.246/0001-34;2023-06-30;1;FII;V2 EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO;15006267000163;;;;;;414310;5667761
48.916.246/0001-34;2023-06-30;1;FII;SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;40041711000129;;;;;;2161;76175
48.916.246/0001-34;2023-06-30;1;FII;VBI OFFICE FUND II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;34895894000147;;;;;;60;1259940
48.916.246/0001-34;2023-06-30;1;FII;Fundo de Investimento Imobiliário de Unidades Autônomas;32774914000104;;;;;;57648;2420063
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII;332266000131;;;;;;8158;888243
48.916.246/0001-34;2023-06-30;1;FII;GTIS BRAZIL LOGISTICS - FII;36200677000110;;;;;;132713;12910321
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA;12887506000143;;;;;;779;249958
48.916.246/0001-34;2023-06-30;1;FII;GENIAL RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36501210000100;;;;;;17985;1852815
48.916.246/0001-34;2023-06-30;1;FII;XP IDEA!ZARVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;37262531000162;;;;;;1074.34242955;977957
48.916.246/0001-34;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;447;;;;4151;4610641.93
48.916.246/0001-34;2023-06-30;1;FII;GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;36501198000134;;;;;;9971;672943
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TORRE NORTE;4722883000102;;;;;;96;12096
48.916.246/0001-34;2023-06-30;1;FII;CASTELLO BRANCO OFFICE PARK - FII;17144039000185;;;;;;42125;1558625
48.916.246/0001-34;2023-06-30;1;FII;CAIXA RIO BRAVO FII II;31887401000139;;;;;;3033;240911
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;21408063000151;;;;;;14289;835764
48.916.246/0001-34;2023-06-30;1;FII;AUTONOMY EDIFÍCIOS CORPORATIVOS - FII;35765826000126;;;;;;6399;453369
48.916.246/0001-34;2023-06-30;1;FII;RIO BRAVO CRÉDITO IMOBILIÁRIO II  - FII;15769670000144;;;;;;1557;13094
48.916.246/0001-34;2023-06-30;1;FII;FII CEO CYRELA COMMERCIAL PROPERTIES;15799397000109;;;;;;67;4017
48.916.246/0001-34;2023-06-30;1;FII;PANORAMA DESENVOLVIMENTO LOGÍSTICO - FII;37899400000190;;;;;;2273;2950354
48.916.246/0001-34;2023-06-30;1;FII;XP EXETER II DESENVOLVIMENTO LOGÍSTICO  - FII;42463823000101;;;;;;80.61895457;77096
48.916.246/0001-34;2023-06-30;1;FII;TELLUS PROPERTIES  FUNDO DE INVESTIMENTO IMOBILIÁRIO;26681370000125;;;;;;18785;1651202
48.916.246/0001-34;2023-06-30;1;FII;PANORAMA PROPERTIES - FII;26813118000122;;;;;;27841;2784100
48.916.246/0001-34;2023-06-30;1;FII;NAVI IMOBILIÁRIO TOTAL RETURN FII;35652252000180;;;;;;14749;1305287
48.916.246/0001-34;2023-06-30;1;FII;GENERAL SHOPPING ATIVO E RENDA FII;17590518000125;;;;;;3692;221003
48.916.246/0001-34;2023-06-30;1;FII;FII RIO BRAVO RENDA CORPORATIVA;3683056000186;;;;;;8641;1242403
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA;13974819000100;;;;;;22400;920192
48.916.246/0001-34;2023-06-30;1;FII;VINCI INSTRUMENTOS FINANCEIROS  - FII;31547855000160;;;;;;120064;970117
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I;30567216000102;;;;;;12325.10500061;1178280
48.916.246/0001-34;2023-06-30;1;FII;XP Industrial Fundo de Investimento Imobiliário;28516325000140;;;;;;9634;774092
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO - MOGNO HOTEIS;34197776000165;;;;;;8060;499720
48.916.246/0001-34;2023-06-30;1;FII;QUASAR AGRO - FUNDO DE INVESTIMENTO IMOBILIARIO;32754734000152;;;;;;66613;3164118
48.916.246/0001-34;2023-06-30;1;FII;PÁTRIA EDIFÍCIOS CORPORATIVOS - FII;30048651000112;;;;;;128325;9493484
48.916.246/0001-34;2023-06-30;1;FII;FII MAX RETAIL;11274415000170;;;;;;10023;681564
48.916.246/0001-34;2023-06-30;1;FII;BB RENDA DE PAPÉIS IMOBILIÁRIOS - FII;15394563000189;;;;;;7;840
48.916.246/0001-34;2023-06-30;1;FII;Rio Bravo Renda Residencial FII;36517660000191;;;;;;12437;671598
48.916.246/0001-34;2023-06-30;1;FII;FII BM BRASCAN LAJES CORPORATIVAS;14376247000111;;;;;;4131;412893
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI;34081631000102;;;;;;6295;390164
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS;33046142000149;;;;;;54711;3366915
48.916.246/0001-34;2023-06-30;1;FII;FII MEMORIAL OFFICE;1633741000172;;;;;;6044;359558
48.916.246/0001-34;2023-06-30;1;FII;XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30654849000140;;;;;;39479;908017
48.916.246/0001-34;2023-06-30;1;FII;HECTARE RECEBÍVEIS HIGH GRADE - FII;34508959000154;;;;;;1661;133063
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;36501159000137;;;;;;41609;4656879
48.916.246/0001-34;2023-06-30;1;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA;30871698000181;;;;;;148707;13973997
48.916.246/0001-34;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;132;;;;1253;967792.32
48.916.246/0001-34;2023-06-30;1;FII;VBI CONSUMO ESSENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;34691520000100;;;;;;32723;3174131
48.916.246/0001-34;2023-06-30;1;FII;HSI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;8098114000128;;;;;;25720;2681053
48.916.699/0001-60;2023-03-31;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;235941.17;879004.92
48.916.699/0001-60;2023-06-30;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;284968.58;1098111.14
48.961.539/0001-33;2023-06-30;1;Outros Ativos Financeiros;BANCO BTG PACTUAL S A;30.306.294/0001-45;;;;NTN-B;;57;241626.430005
48.964.604/0001-84;2023-03-31;1;Outras Cotas de FI;ID RENDA FIXA LP FIC FI;45019184000170;;;;;;1077.2390159;212570.71
48.964.604/0001-84;2023-06-30;1;Outras Cotas de FI;FIRF ID SOBERANO;50.191.107/0001-32;;;;;;12.5679;12948.52
48.964.604/0001-84;2023-06-30;1;LCI/LCA;CAIXA ECONOMICA FEDERAL;;;;;;2024-05-17;1;1011747.02
48.964.604/0001-84;2023-09-30;1;LCI/LCA;CAIXA ECONOMICA FEDERAL;;;;;;2024-05-17;1;1041679.67
48.964.604/0001-84;2023-09-30;1;Outras Cotas de FI;FIRF ID SOBERANO;50.191.107/0001-32;;;;;;9.894721427891;10379.34
